source,target,bleed_genes
Intermediate mesoderm,Paraxial mesoderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'adka', 'ahi1', 'aplnrb', 'apoc1', 'arf5', 'arhgap5', 'axin2', 'baz1b', 'bcl2l1', 'bmp7a', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdt1', 'cdx1a', 'chaf1a', 'chrd', 'chst11', 'ctcf', 'cux1a', 'cxcr4a', 'dact2', 'dbx1a', 'dlgap5', 'dnmt3bb.2', 'drll.3', 'dync1li1', 'ednraa', 'emx2', 'epcam', 'erf', 'ets2', 'etv5a', 'fbln2', 'fezf2', 'fgf8a', 'foxa', 'foxb1a', 'foxd3', 'foxi1', 'foxo1a', 'foxp1b', 'foxp2', 'gata3', 'gmnn', 'h1-0', 'hdlbpa', 'hoxb8a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'irx7', 'itga6a', 'itgb5', 'itm2cb', 'kdrl', 'klf2b', 'klf7a', 'klf8', 'krt18a.1', 'krt4', 'krt99', 'lamc1', 'lef1', 'lgals3b', 'lhx5', 'map2k6', 'mibp2', 'mns1', 'msx1b', 'mycn', 'nap1l1', 'nasp', 'ncapd2', 'nkx2.2a', 'nsd2', 'oclna', 'otx1', 'otx2a', 'otx2b', 'pax3a', 'pax6b', 'pbx1b', 'pdap1a', 'pitx2', 'plagl2', 'pold3', 'prickle1b', 'prmt1', 'ptp4a2b', 'rab11fip4a', 'rasl11b', 'rbbp4', 'rbmx', 'rcc1', 'rfx2', 'rhov', 'rnd1b', 'rpl38', 'rpl4', 'rplp2l', 'rxrgb', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six7', 'sox10', 'sox13', 'sox2', 'sp5l', 'stmn1a', 'stox1', 'supt16h', 'tagln2', 'tbx1', 'tbx3b', 'tcf7', 'tcf7l2', 'tdgf1', 'tgif1', 'tmed10', 'tpx2', 'tram1', 'twist2', 'uhrf1', 'unga', 'vrtn', 'xbp1', 'zeb2a', 'zeb2b', 'zic2b', 'znf576.2']"
Intermediate mesoderm,Periderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'akap12b', 'anp32e', 'aplnra', 'apoc1', 'arf5', 'arhgap5', 'arl4d', 'aspm', 'axin2', 'bambia', 'baz1b', 'bmp2b', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdkn1ca', 'cdt1', 'cdx4', 'chrd', 'chst11', 'cnn3a', 'crabp2b', 'ctcf', 'dbx1a', 'dkc1', 'dld', 'dlgap5', 'dnmt3bb.2', 'ednraa', 'efna1a', 'efnb2b', 'egln1b', 'elob', 'erf', 'esrra', 'etv5a', 'eve1', 'fgf8a', 'foxa', 'foxc1b', 'foxd3', 'fscn1a', 'fzd7b', 'gli1', 'gli2a', 'gmnn', 'grhl2b', 'h1-0', 'hdlbpa', 'her1', 'her12', 'her5', 'hoxb1b', 'hoxb7a', 'hsp90aa1.2', 'irx3a', 'itga6a', 'lamb1a', 'lamc1', 'lhx5', 'lima1a', 'lmo4a', 'lratd1', 'map2k6', 'meis3', 'mibp2', 'msgn1', 'msx3', 'mych', 'mycn', 'myf5', 'nap1l1', 'nasp', 'nog1', 'nop58', 'nrarpa', 'pax3a', 'pbx1b', 'pbx4', 'pcdh8', 'pdap1a', 'pold3', 'prmt1', 'rab11fip4a', 'rbmx', 'rcc1', 'rfx2', 'rhov', 'ripply1', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rx3', 'rxraa', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six4a', 'snai1a', 'snai2', 'srrm4', 'stox1', 'supt16h', 'tbx1', 'tbx3b', 'tbx6', 'tdgf1', 'tmed10', 'tpx2', 'tram1', 'twist2', 'unga', 'ved', 'vrtn', 'zbtb18', 'zeb1a', 'zeb1b', 'zeb2a', 'zeb2b', 'zfand5a', 'zic2b', 'zic3']"
Intermediate mesoderm,Posterior lateral plate mesoderm,"['adka', 'admp', 'aplnra', 'aplnrb', 'apoc1', 'arl4d', 'arl6ip5a', 'aspm', 'bambia', 'baz1b', 'bmp4', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cdc14b', 'cdca8', 'cdt1', 'cdx1a', 'chaf1a', 'chst11', 'clic4', 'cnn3a', 'crabp2b', 'creb3l1', 'csrp1a', 'ctcf', 'cux1a', 'cxcr4a', 'dact2', 'dbx1a', 'dkc1', 'dlgap5', 'dmd', 'dnmt3bb.2', 'drll.2', 'efnb2a', 'efnb2b', 'egln1b', 'elob', 'epcam', 'epha2a', 'ephb3a', 'eppk1', 'esrra', 'ets2', 'etv5b', 'eve1', 'f11r.1', 'fezf2', 'fgf8a', 'foxa2', 'foxb1b', 'foxc1b', 'foxi1', 'foxo1a', 'foxp1b', 'foxp2', 'fzd7b', 'gata3', 'gmnn', 'grhl1', 'h1-0', 'hdlbpa', 'her1', 'her12', 'her5', 'her6', 'her7', 'her9', 'hoxb1b', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'hsp90aa1.2', 'irx3a', 'itga6a', 'itm2cb', 'jcada', 'klf17', 'klf2a', 'klf2b', 'klf3', 'klf7a', 'krt8', 'krt99', 'lamp2', 'lef1', 'lhfpl6', 'lima1a', 'lratd1', 'map2k6', 'mibp2', 'mych', 'myf5', 'nap1l1', 'nasp', 'ncapd2', 'nkx2.2a', 'nop58', 'nsd2', 'oclna', 'otx1', 'pbx1b', 'pdap1a', 'perp', 'pitx2', 'pmp22b', 'pold3', 'prmt1', 'ptp4a2b', 'rasgef1ba', 'rbbp4', 'rbmx', 'rcc1', 'rhov', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rx3', 'sall1a', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six7', 'snai1a', 'sox10', 'sox11b', 'spon1b', 'stox1', 'supt16h', 'szl', 'tagln2', 'tbx1', 'tbx6', 'tcf7l2', 'tead1a', 'tfap2a', 'tgif1', 'tlcd5a', 'tmed10', 'tpx2', 'trps1', 'tuba8l2', 'twist2', 'uhrf1', 'unga', 'ved', 'vent', 'vgll4l', 'zeb2b', 'zic2b', 'zic3', 'znf185', 'znfl2a', 'zswim5']"
Intermediate mesoderm,Somites,"['C7H16orf87', 'acvr1ba', 'adka', 'ahi1', 'akap12b', 'aldob', 'arf5', 'arhgap5', 'arl4ab', 'aspm', 'atf6', 'axin2', 'baz1b', 'bcl2l1', 'bmp7a', 'cbx3a', 'cbx5', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdt1', 'cdx1a', 'cdx4', 'cfl1l', 'chaf1a', 'chrd', 'cnn3a', 'creb3l2', 'csrp1a', 'ctcf', 'cux1a', 'dbx1a', 'dkc1', 'dlgap5', 'dnmt3bb.2', 'drll.3', 'ednraa', 'egln1b', 'emx2', 'epcam', 'eppk1', 'erf', 'ets2', 'etv5a', 'etv5b', 'f11r.1', 'fbln2', 'fgf8a', 'foxb1b', 'foxd3', 'foxi1', 'fscn1a', 'gata3', 'gmnn', 'grhl1', 'h1-0', 'hdlbpa', 'her9', 'hoxb1b', 'hoxb7a', 'hoxb8a', 'irx3a', 'irx7', 'itm2cb', 'kdrl', 'klf7a', 'krt18a.1', 'krt8', 'krt99', 'lef1', 'lgals3b', 'lhx5', 'map2k6', 'mibp2', 'mns1', 'msx1b', 'mycn', 'nap1l1', 'nasp', 'ncapd2', 'nkx2.2a', 'nop58', 'nsd2', 'oclna', 'otx1', 'otx2a', 'otx2b', 'pbx4', 'pdap1a', 'pitx2', 'plagl2', 'pold3', 'prickle1b', 'prmt1', 'ptp4a2b', 'rab11fip4a', 'rasl11b', 'rbbp4', 'rbmx', 'rfx2', 'rhov', 'rnd1b', 'rpl38', 'rpl4', 'rplp2l', 'sall3b', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'snai2', 'sox10', 'sox2', 'sp5l', 'stmn1a', 'supt16h', 'tcf7', 'tdgf1', 'tgif1', 'tpx2', 'tshz3b', 'twist2', 'uhrf1', 'unc5b', 'unga', 'vgll4l', 'xbp1', 'zeb2a', 'zeb2b', 'znf576.2']"
Intermediate mesoderm,Tailbud NMP,"['C7H16orf87', 'acvr1ba', 'ahi1', 'alcamb', 'apoc1', 'arf5', 'aspm', 'bach1b', 'baz1b', 'bcl2l1', 'btg2', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh1', 'cdt1', 'chst11', 'cnn3a', 'ctcf', 'cux1a', 'dact2', 'dkc1', 'dkk1b', 'dlgap5', 'dmd', 'dnmt3bb.2', 'drll.3', 'ednraa', 'efna1a', 'emx2', 'epcam', 'ephb3a', 'eppk1', 'erf', 'ets2', 'etv5b', 'f11r.1', 'fbln2', 'fezf2', 'fn1a', 'fn1b', 'foxa', 'foxi1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7b', 'gata3', 'grhl1', 'h1-0', 'hdlbpa', 'her5', 'her9', 'hoxb1b', 'hoxb8a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'irx3a', 'irx7', 'ism1', 'kirrel3l', 'klf17', 'krt18a.1', 'krt8', 'lamb1a', 'lamc1', 'lgals3b', 'lhfpl6', 'lhx5', 'map2k6', 'mibp2', 'mns1', 'msx3', 'mych', 'ncapd2', 'nog1', 'nop58', 'nr2f2', 'nr6a1a', 'nsd2', 'oclna', 'otx1', 'otx2a', 'otx2b', 'pbx1b', 'pdap1a', 'perp', 'pitx2', 'plagl2', 'prickle1b', 'prmt1', 'raraa', 'rbbp4', 'rbmx', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rxrgb', 'sall1a', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'sox10', 'sox11b', 'stmn1a', 'stox1', 'tagln2', 'tbx1', 'tbx3b', 'tbx6', 'tbxtb', 'tcf3b', 'tcf7', 'tcf7l1b', 'tcf7l2', 'tdgf1', 'tpx2', 'tuba8l2', 'twist2', 'uhrf1', 'vgll4l', 'xbp1', 'zbtb18', 'zc4h2', 'zeb2a', 'zfand5a', 'zic2b', 'zic3', 'znfl2a']"
Intermediate mesoderm,tailbud PSM,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'adka', 'ahi1', 'alcamb', 'arf5', 'axin2', 'bambia', 'baz1b', 'bcl2l1', 'bmp4', 'btg2', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdt1', 'cfl1l', 'chaf1a', 'chst11', 'cnn3a', 'ctcf', 'cux1a', 'dact2', 'dbx1a', 'dlgap5', 'dlx3b', 'dmd', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dync1li1', 'ednraa', 'efemp2b', 'efna1a', 'elavl3', 'emx2', 'epcam', 'ets2', 'etv5a', 'etv5b', 'eve1', 'f11r.1', 'fbln2', 'fgf8a', 'foxd3', 'foxi1', 'foxp1b', 'foxp2', 'gata3', 'gmnn', 'h1-0', 'hdlbpa', 'her5', 'hoxb1b', 'hoxb8a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'irx3a', 'irx7', 'itga6a', 'klf17', 'klf2b', 'klf7a', 'klf8', 'krt18a.1', 'krt4', 'krt99', 'lamb1a', 'lamc1', 'lratd1', 'map2k6', 'mibp2', 'mns1', 'msx1b', 'msx3', 'mycn', 'nap1l1', 'nasp', 'ncapd2', 'nkx2.2a', 'nog1', 'nr2f2', 'nsd2', 'oclna', 'otx1', 'otx2a', 'otx2b', 'pax3a', 'pbx1b', 'pdap1a', 'perp', 'pitx2', 'plagl2', 'pmp22b', 'pold3', 'prickle1b', 'prmt1', 'ptp4a2b', 'rab11fip4a', 'raraa', 'rbbp4', 'rbmx', 'rcc1', 'rfx2', 'rhov', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rxrgb', 'sall1a', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'sox10', 'sox11b', 'sox3', 'stmn1a', 'stox1', 'supt16h', 'tagln2', 'tbx1', 'tbx3b', 'tbxtb', 'tcf7l2', 'tdgf1', 'tgif1', 'tpx2', 'uhrf1', 'unc5b', 'xbp1', 'zc4h2', 'zeb2a', 'zeb2b', 'zic2b', 'znfl2a', 'zswim5']"
Midbrain,Cephalic mesoderm,"['C7H16orf87', 'ackr3b', 'adka', 'aldob', 'anp32e', 'arl6ip5a', 'aspm', 'baz1b', 'bhlha15', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cdkn1ca', 'cdt1', 'chaf1a', 'clic4', 'crabp2b', 'ctcf', 'dkc1', 'dld', 'dlgap5', 'dmd', 'dnmt3bb.2', 'dync1li1', 'egln1b', 'elavl3', 'eppk1', 'etv5b', 'eve1', 'foxa', 'foxa2', 'foxb1b', 'foxd3', 'foxd5', 'foxg1a', 'foxn2b', 'fzd7a', 'fzd7b', 'gcm2', 'gli2a', 'gmnn', 'grhl1', 'h1-0', 'her1', 'her12', 'her3', 'her6', 'hsp90aa1.2', 'irx7', 'itm2cb', 'kdrl', 'kirrel3l', 'klf2b', 'klf7a', 'klf8', 'krt4', 'krt99', 'lamp2', 'lef1', 'lratd1', 'map2k6', 'mef2d', 'meis1b', 'mibp2', 'mns1', 'mych', 'myclb', 'mycn', 'nap1l1', 'ncapd2', 'nop58', 'notch1a', 'noto', 'nr6a1a', 'oclna', 'olig4', 'otx2a', 'pax2a', 'pbx4', 'pcdh8', 'pdap1a', 'perp', 'plagl2', 'pold3', 'prmt1', 'rab11fip4a', 'rasl11b', 'rbbp4', 'rbmx', 'rcc1', 'rfx2', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rx3', 'sall1a', 'sdc4', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'sox10', 'sox11a', 'sox11b', 'sox5', 'sp5l', 'supt16h', 'tbx6', 'tcf3b', 'tcf7', 'tcf7l2', 'tead1a', 'tfap2a', 'tmed10', 'tpx2', 'trps1', 'twist2', 'uhrf1', 'unga', 'vent', 'vgll4l', 'zc4h2', 'zeb1a', 'zeb2a', 'zic2a', 'zic2b', 'znf185', 'znf576.2', 'znfl2a', 'zswim5']"
Midbrain,Definitive endoderm late,"['C7H16orf87', 'adka', 'admp', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'arf5', 'arl4aa', 'arl6ip5a', 'aspm', 'baz1b', 'bhlha15', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cdca8', 'cdh2', 'cdt1', 'chaf1a', 'clic4', 'crabp2b', 'ctcf', 'dkc1', 'dlgap5', 'dnmt3bb.2', 'drll.2', 'dync1li1', 'efnb2b', 'egln1b', 'elob', 'epha2a', 'ephb3a', 'eppk1', 'erf', 'fgf8a', 'foxb1b', 'foxd3', 'foxg1a', 'foxn2b', 'foxp1b', 'fzd7a', 'fzd7b', 'gcm2', 'gli2a', 'gmnn', 'grhl1', 'hdlbpa', 'her12', 'her3', 'her6', 'her9', 'hsp90aa1.2', 'irx5a', 'irx7', 'kirrel3l', 'klf2b', 'klf7a', 'klf8', 'krt99', 'map2k6', 'mibp2', 'msx1b', 'mych', 'myclb', 'mycn', 'nap1l1', 'ncapd2', 'notch1a', 'noto', 'nr6a1a', 'nrarpa', 'pbx4', 'pdap1a', 'pold3', 'prmt1', 'rasl11b', 'rbbp4', 'rbmx', 'rpl19', 'rpl38', 'rpl4', 'rx3', 'shha', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'sox10', 'sox11b', 'sox3', 'sox5', 'sp8b', 'supt16h', 'tbx3b', 'tcf3b', 'tcf7l2', 'tead1a', 'tfap2a', 'tfap2c', 'tlcd5a', 'tmed10', 'tpx2', 'trps1', 'uhrf1', 'unga', 'zbtb18', 'zc4h2', 'zeb1a', 'zeb2a', 'znf185', 'znf576.2', 'znfl2a', 'zswim5']"
Midbrain,Epidermal ectoderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'adka', 'ahi1', 'aldob', 'anp32e', 'aplnrb', 'arf5', 'arl4aa', 'arl6ip5a', 'aspm', 'axin2', 'baz1b', 'bhlha15', 'c1qbp', 'cbx3a', 'cbx5', 'cd63', 'cdc14b', 'cdca8', 'cdh6', 'cdkn1ca', 'cdt1', 'chaf1a', 'chst11', 'cnn3a', 'ctcf', 'cux1a', 'dkc1', 'dld', 'dlgap5', 'dnmt3bb.2', 'drll.2', 'dync1li1', 'egln1b', 'elavl3', 'emx3', 'etv4', 'etv5b', 'fbln2', 'fgf8a', 'fn1b', 'foxa3', 'foxb1b', 'foxc1a', 'foxd3', 'foxg1a', 'foxn2b', 'foxo1a', 'foxp1b', 'fscn1a', 'fzd7a', 'fzd7b', 'gbx1', 'gmnn', 'her12', 'her3', 'her6', 'hsp90aa1.2', 'irx3a', 'irx5a', 'ism1', 'itm2cb', 'klf7a', 'klf8', 'lft1', 'map2k6', 'meis1b', 'mibp2', 'mns1', 'msx1b', 'myclb', 'ncapd2', 'ndr2', 'nog1', 'noto', 'nr6a1a', 'nrarpa', 'olig4', 'osr1', 'pbx1b', 'pbx4', 'pdap1a', 'prmt1', 'rbbp4', 'rbmx', 'rfx2', 'rhov', 'rpl19', 'rpl4', 'rx3', 'sall1a', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six4a', 'skia', 'sox10', 'sox11b', 'sp8b', 'spon1b', 'tbx16l', 'tbx3b', 'tbx6', 'tcf3b', 'tcf7l1b', 'tcf7l2', 'tdgf1', 'tead1a', 'tgif1', 'tmed10', 'tpx2', 'twist2', 'uncx4.1', 'zbtb18', 'zc4h2', 'znf576.2', 'zswim5']"
Midbrain,Forebrain ventral,"['C7H16orf87', 'ackr3b', 'adka', 'alcamb', 'aldob', 'anp32e', 'aplnra', 'apoc1', 'arhgap5', 'arl4aa', 'arl4d', 'arl6ip5a', 'bach1b', 'baz1b', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cdc42ep4a', 'cdh1', 'cdh2', 'cdt1', 'cdx1a', 'cfl1l', 'chaf1a', 'chrd', 'clic4', 'crabp2b', 'ctcf', 'dkc1', 'dkk1b', 'dnmt3bb.2', 'drll.2', 'ednraa', 'efemp2b', 'efnb2a', 'efnb2b', 'elob', 'emx2', 'esrra', 'ets2', 'etv4', 'etv5a', 'eve1', 'f11r.1', 'fbln2', 'fgf8a', 'fn1b', 'foxc1b', 'fzd7a', 'fzd7b', 'gata6', 'gbx1', 'gcm2', 'gli1', 'hdlbpa', 'her5', 'her6', 'her8a', 'hivep2a', 'hoxc6a', 'hoxc8a', 'hsp90aa1.2', 'irx7', 'ism1', 'klf2b', 'klf7a', 'klf8', 'krt99', 'lbx2', 'lgals3b', 'lima1a', 'lmo2', 'map2k6', 'meis2a', 'meis3', 'mibp2', 'msx3', 'mycn', 'myod1', 'nap1l1', 'nasp', 'ncapd2', 'nop58', 'nr6a1a', 'nrarpa', 'nsd2', 'oclna', 'olig4', 'otx2a', 'pbx1b', 'pbx4', 'pcdh8', 'pdap1a', 'perp', 'plagl2', 'pold3', 'prmt1', 'ptp4a2b', 'raraa', 'rasl11b', 'rbbp4', 'rbmx', 'rcc1', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rxrgb', 'sall3b', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six4a', 'six4b', 'sox10', 'sox11a', 'sox13', 'sox19a', 'sox2', 'sp5l', 'supt16h', 'tagln2', 'tbx1', 'tbx16l', 'tbx3b', 'tcf7', 'tead1a', 'tfap2c', 'tlcd5a', 'tmed10', 'tram1', 'trps1', 'twist2', 'uhrf1', 'uncx4.1', 'unga', 'ved', 'vent', 'wnt11f2', 'xbp1', 'zc4h2', 'zeb1a', 'zeb1b', 'zeb2a', 'zeb2b', 'znf185', 'znfl2a']"
Midbrain,Hindbrain 1,"['C7H16orf87', 'acvr1ba', 'adka', 'ahi1', 'aldob', 'aplnra', 'aplnrb', 'arhgap5', 'arl4aa', 'arl4d', 'arl6ip5a', 'aspm', 'atp2b1a', 'axin2', 'bhlha15', 'c1qbp', 'cbx3a', 'ccnf', 'cdc14b', 'cdca8', 'cdh1', 'cdt1', 'cfl1l', 'chaf1a', 'creb3l2', 'csrp1a', 'ctcf', 'cux1a', 'dkc1', 'dkk1b', 'dlgap5', 'dmd', 'dnmt3bb.2', 'drll.2', 'dync1li1', 'ednraa', 'efna1a', 'efnb2b', 'egln1b', 'elf1', 'epcam', 'ephb3a', 'erf', 'fbln2', 'foxa', 'foxa3', 'foxb1a', 'foxc1a', 'foxd3', 'foxd5', 'foxi1', 'foxp1b', 'foxp2', 'fzd7a', 'fzd8a', 'gata3', 'gata5', 'gata6', 'gcm2', 'gli1', 'gli2a', 'gmnn', 'grhl1', 'grhl2b', 'gsc', 'h1-0', 'her12', 'her6', 'her8a', 'her9', 'hivep2a', 'hoxb8a', 'irx1b', 'itgb5', 'kazald2', 'klf3', 'klf8', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lbx2', 'lft1', 'lgals3b', 'lhfpl6', 'lmo4a', 'map2k6', 'meox1', 'mibp2', 'msx3', 'mych', 'mycn', 'myod1', 'nap1l1', 'ncapd2', 'ndr2', 'nkx2.2a', 'nop58', 'nr6a1a', 'oclna', 'osr1', 'pax3a', 'pax6a', 'pbx4', 'pcdh8', 'pdap1a', 'perp', 'pitx2', 'plagl2', 'pmp22b', 'prmt1', 'prox1a', 'ptp4a2b', 'rab11fip4a', 'rbbp4', 'rbmx', 'rcc1', 'rhov', 'rpl19', 'rpl38', 'rpl4', 'rxrgb', 'sall1a', 'shha', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six3b', 'six4a', 'skia', 'smtnl', 'sox10', 'sox11a', 'sox19a', 'sp5l', 'spon1b', 'srrm4', 'supt16h', 'szl', 'tbx3b', 'tcf7l1b', 'tdgf1', 'tfap2a', 'tgif1', 'tlcd5a', 'tmed10', 'tp63', 'tpx2', 'twist2', 'unc5b', 'unga', 'ved', 'vgll4l', 'vrtn', 'wnt11f2', 'zc4h2', 'zeb1a', 'zeb1b', 'znf185', 'znf576.2', 'zswim5']"
Midbrain,Midbrain hindbrain boundary 2,"['acvr1ba', 'adka', 'admp', 'ahi1', 'akap12b', 'aldob', 'aplnra', 'arf5', 'arhgap5', 'arl4d', 'aspm', 'bach1b', 'bhlha15', 'bmp2b', 'bmp7a', 'btg2', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh1', 'cdh2', 'cdh6', 'cdkn1ca', 'cdt1', 'cfl1l', 'chaf1a', 'chrd', 'chst11', 'clic4', 'creb3l1', 'creb3l2', 'cux1a', 'dact2', 'dbx1a', 'dkk1b', 'dld', 'dlgap5', 'dlx3b', 'dmd', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dync1li1', 'efnb2b', 'egln1b', 'elavl3', 'epcam', 'epha2a', 'ephb3a', 'erf', 'ets2', 'foxa3', 'foxc1a', 'foxd3', 'foxd5', 'foxg1a', 'foxi1', 'foxo1a', 'foxp2', 'fscn1a', 'fzd7a', 'fzd7b', 'fzd8a', 'gata3', 'gata5', 'gata6', 'gcm2', 'gfi1aa', 'gli2a', 'gmnn', 'grhl1', 'grhl2b', 'gsc', 'h1-0', 'her12', 'her9', 'hivep2a', 'hoxb1b', 'hoxc6a', 'hoxc8a', 'id3', 'irx1b', 'irx3a', 'itga6a', 'itgb5', 'jcada', 'kazald2', 'klf17', 'klf2a', 'klf2b', 'klf7a', 'klf8', 'krt4', 'krt8', 'lamp2', 'lbx2', 'lft1', 'lgals3b', 'lima1a', 'lmo2', 'lmo4a', 'lratd1', 'map2k6', 'mef2d', 'mns1', 'myclb', 'mycn', 'ncapd2', 'nog1', 'notch1a', 'nr6a1a', 'nrarpa', 'nsd2', 'oclna', 'olig4', 'osr1', 'otx1', 'otx2a', 'pbx4', 'pitx2', 'plagl2', 'pmp22b', 'pold3', 'prdm1a', 'prox1a', 'rab11fip4a', 'raraa', 'rasgef1ba', 'rbbp4', 'rfx2', 'rhov', 'rpl19', 'rpl38', 'rpl4', 'rreb1a', 'rx3', 'rxraa', 'rxrgb', 'sall1a', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six4a', 'six4b', 'sox10', 'sox11a', 'sox11b', 'sox13', 'sox19a', 'sox2', 'sox3', 'sp5l', 'spon1b', 'srrm4', 'stmn1a', 'stox1', 'szl', 'tagln2', 'tbx1', 'tbx16l', 'tbx3b', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7', 'tcf7l1b', 'tdgf1', 'tfap2a', 'tgif1', 'tlcd5a', 'tmed10', 'tram1', 'trps1', 'tshz3b', 'tuba1a', 'twist2', 'uhrf1', 'unc5b', 'unga', 'vgll4l', 'wnt11f2', 'zbtb18', 'zeb1a', 'zeb2a', 'zeb2b', 'zic2b', 'znf185', 'zswim5']"
