source,target,bleed_genes
EVL,Ectoderm dorsal posterior,"['flrt3', 'fn1b', 'foxa', 'her6', 'itgb5', 'lima1a', 'rhov', 'smtnl', 'tp63', 'vgll4l']"
EVL,Ectoderm ventral anterior,"['arl4ab', 'atf6', 'dact2', 'drll.2', 'fn1b', 'foxc1b', 'grhl2b', 'lhx1a', 'sdc4', 'smtnl', 'sox13', 'tcf7']"
EVL,Ectoderm ventral posterior,"['arl4d', 'efna1a', 'epha2a', 'fgf8a', 'foxa', 'itgb5', 'klf2a', 'klf2b', 'lhx1a', 'nog1', 'skia', 'smtnl', 'vgll4l', 'wnt11f2', 'zswim5']"
EVL,Floor plate,"['creb3l1', 'ddx4', 'drll.2', 'ednraa', 'efna1a', 'epha2a', 'fn1a', 'fn1b', 'foxc1b', 'gata6', 'her5', 'itgb5', 'lamp2', 'lbx2', 'lhx5', 'lima1a', 'meis1b', 'meox1', 'msx3', 'mych', 'ntd5', 'rhov', 'rnd1b', 'smtnl', 'sox17', 'szl', 'tbx16', 'tbx16l', 'tbxtb', 'tcf7', 'unc5b', 'vent', 'vgll4l']"
EVL,Mesoderm caudal,"['ackr3b', 'arl4ab', 'arl4d', 'epha2a', 'fgf8a', 'foxp1b', 'her8a', 'klf8', 'lima1a', 'myclb', 'noto', 'skia', 'sox3', 'tp63', 'tuba8l2', 'uncx4.1', 'vgll4l', 'wnt11f2']"
EVL,Neurectoderm posterior,"['bmp4', 'drll.2', 'efnb2a', 'epha2a', 'flrt3', 'fn1b', 'fnbp1l', 'grhl2b', 'itgb5', 'lima1a', 'prickle1b', 'rhov', 'smtnl', 'vgll4l', 'ypel3']"
EVL,Neuroectoderm anterior,"['arl4ab', 'axin2', 'bmp2b', 'drll.2', 'fn1b', 'foxa', 'foxc1b', 'grhl2b', 'lhx1a', 'lima1a', 'nog1', 'rhov', 'sdc4', 'skilb', 'smtnl', 'tbxtb', 'tdgf1', 'vgll4l', 'wnt8a', 'xbp1', 'ypel3']"
EVL,Non-neural ectoderm,"['acvr1ba', 'arl4ab', 'atf6', 'dact2', 'drll.2', 'fn1b', 'foxa', 'foxc1b', 'klf3', 'lhx1a', 'sdc4', 'skilb', 'smtnl', 'sox13', 'ypel3', 'zswim5']"
EVL,Notochord early,"['aplnra', 'atf6', 'drll.2', 'drll.3', 'efna1a', 'foxc1b', 'grhl2b', 'itgb5', 'nrarpa', 'rnd1b', 'skia', 'tead1a', 'tp63', 'tuba8l2', 'vgll4l', 'wnt11f2']"
EVL,Prechordal plate early,"['ackr3b', 'aplnra', 'arl4d', 'cdx1a', 'creb3l1', 'creb3l2', 'drll.2', 'epha2a', 'helb', 'her8a', 'lima1a', 'rab11fip4a', 'rhov', 'sdc4', 'skilb', 'tead1a', 'wnt8a']"
EVL,Tailbud,"['arl4ab', 'arl4d', 'efna1a', 'epha2a', 'fgf8a', 'gli1', 'her5', 'klf8', 'myf5', 'noto', 'rhov', 'sox17', 'tbx1', 'tead1a', 'tp63', 'uncx4.1', 'vgll4l', 'wnt11f2']"
EVL,Tailbud NMP,"['arl4d', 'efna1a', 'epha2a', 'foxa', 'foxc1b', 'klf8', 'lhx1a', 'rhov', 'rnd1b', 'skia', 'smtnl', 'sox17', 'tead1a', 'wnt11f2', 'ypel3']"
EVL,Tailbud mesoderm,"['arl4d', 'efna1a', 'foxp1b', 'gata6', 'grhl2b', 'klf8', 'nog1', 'skia', 'smtnl', 'tbx1', 'tp63', 'unc5b', 'uncx4.1', 'ypel3']"
EVL,tailbud PSM,"['ackr3b', 'aplnra', 'arl4ab', 'arl4d', 'cxcr4a', 'epha2a', 'fgf8a', 'foxp1b', 'her8a', 'klf8', 'lima1a', 'rrbp1b', 'skia', 'tp63', 'uncx4.1', 'wnt11f2', 'ypel3']"
Ectoderm dorsal anterior,Definitive endoderm early,"['aldob', 'atf6', 'atp2b1a', 'baz1b', 'btg2', 'cdc14b', 'cdkn1ca', 'dlx3b', 'dnmt3bb.2', 'dynll1', 'epcam', 'epha2a', 'erf', 'esrra', 'etv4', 'f11r.1', 'fnbp1l', 'foxb1b', 'foxc1b', 'foxd3', 'foxd5', 'foxi1', 'foxn2b', 'foxp1b', 'fzd7a', 'gbx1', 'gli1', 'her6', 'hoxb1b', 'irx1b', 'irx7', 'itgb5', 'klf8', 'map2k6', 'meis3', 'meox1', 'mns1', 'msx3', 'mycla', 'nasp', 'notch1a', 'nrarpa', 'olig4', 'ppan', 'raraa', 'rasgef1ba', 'rbbp4', 'rcc1', 'rreb1a', 'si:dkey-261m9.12', 'skilb', 'sox11b', 'tead1a', 'tgif1', 'tlcd5a', 'tp63', 'tram1', 'twist2', 'uhrf1', 'zc4h2', 'zeb1b', 'zic2a']"
Ectoderm dorsal anterior,EVL,"['ackr3b', 'acvr1ba', 'axin2', 'bambia', 'bmp2b', 'bmp4', 'bmp7a', 'btg2', 'c1qbp', 'cst3', 'cxcr4a', 'dact2', 'ddx4', 'dkk1b', 'efemp2b', 'efna1a', 'efnb2a', 'esrra', 'eve1', 'fbln2', 'flrt3', 'fn1a', 'foxa2', 'foxb1a', 'foxb1b', 'foxc1a', 'foxd3', 'foxd5', 'foxi1', 'foxp1b', 'fscn1a', 'gata5', 'gbx1', 'gsc', 'helb', 'her1', 'her6', 'itm2cb', 'jcada', 'klf8', 'lamc1', 'lamp2', 'lef1', 'lft1', 'lft2', 'lhfpl6', 'meis1b', 'mespab', 'mixl1', 'msgn1', 'msx1b', 'msx3', 'ndr2', 'nog1', 'nrarpa', 'ntd5', 'olig4', 'pcdh10b', 'pcdh8', 'pknox1.1', 'plekhg5b', 'prdm1a', 'rab11fip4a', 'rasgef1ba', 'rfx2', 'ripply1', 'rnd1b', 'sall3b', 'shha', 'si:ch211-106e7.2', 'six3b', 'six4b', 'skilb', 'snai1a', 'sox17', 'sox3', 'sox32', 'sp5l', 'szl', 'tbx16', 'tbx16l', 'tbx6', 'tcf3b', 'tead1a', 'tp63', 'tram1', 'tshz3b', 'twist2', 'uncx4.1', 'vent', 'zeb1b', 'zeb2b', 'znfl2a', 'zswim5']"
Ectoderm dorsal anterior,Ectoderm dorsal posterior,"['ackr3b', 'add3b', 'alcamb', 'aldob', 'aplnra', 'arl4aa', 'atf6', 'atp2b1a', 'bambia', 'baz1b', 'bmp2b', 'c1qbp', 'cdc14b', 'cdh1', 'cdh2', 'clic4', 'crabp2b', 'creb3l1', 'dbx1a', 'dnmt3bb.2', 'drll.3', 'dynll1', 'efna1a', 'efnb2a', 'elf1', 'epcam', 'eppk1', 'erf', 'f11r.1', 'fbln2', 'flrt3', 'fn1a', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7a', 'gata5', 'gli2a', 'grhl1', 'grhl2b', 'her5', 'her6', 'id3', 'irx1b', 'irx7', 'ism1', 'jcada', 'kirrel3l', 'klf8', 'krt4', 'krt8', 'krt99', 'lamp2', 'lima1a', 'map2k6', 'meis1b', 'mixl1', 'mycla', 'myclb', 'mycn', 'nasp', 'oclna', 'osr1', 'perp', 'ppan', 'raraa', 'rasl11b', 'rbbp4', 'rcc1', 'rnd1b', 'rreb1a', 'sdc4', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'sox11a', 'sox11b', 'sox2', 'szl', 'tagln2', 'tbx16l', 'tcf7l1a', 'tcf7l1b', 'tead1a', 'tgif1', 'tlcd5a', 'tp63', 'tram1', 'tuba8l2', 'uhrf1', 'ved', 'zic2b', 'znf185']"
Ectoderm dorsal anterior,Ectoderm ventral anterior,"['ahi1', 'alcamb', 'aldob', 'arl4ab', 'atf6', 'baz1b', 'btg2', 'c1qbp', 'cdh2', 'clic4', 'creb3l2', 'cst3', 'dact2', 'dbx1a', 'ddx4', 'dnmt3bb.2', 'ednraa', 'efnb2a', 'efnb2b', 'epha2a', 'ephb3a', 'esrra', 'etv4', 'etv5b', 'f11r.1', 'fbln2', 'fgf8a', 'fnbp1l', 'foxa3', 'foxp1b', 'foxp2', 'fscn1a', 'fzd7a', 'gbx1', 'gli2a', 'grhl1', 'gsc', 'her6', 'her8a', 'irx7', 'ism1', 'itgb5', 'itm2cb', 'kazald2', 'kirrel3l', 'krt18a.1', 'krt4', 'krt99', 'lft2', 'lmo4a', 'map2k6', 'meis3', 'mns1', 'msgn1', 'mych', 'mycla', 'myclb', 'nasp', 'ndr2', 'noto', 'nsd2', 'oclna', 'perp', 'ppan', 'rab11fip4a', 'raraa', 'rasgef1ba', 'rbbp4', 'shha', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'sox11a', 'sox11b', 'sox19a', 'sox2', 'sp5l', 'sp8b', 'tbx16l', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tph1b', 'tuba8l2', 'uhrf1', 'uncx4.1', 'wnt11f2', 'zc4h2', 'zeb1b', 'zswim5']"
Ectoderm dorsal anterior,Ectoderm ventral posterior,"['add3b', 'ahi1', 'aldob', 'atf6', 'atp2b1a', 'bach1b', 'baz1b', 'btg2', 'c1qbp', 'cdh2', 'clic4', 'crabp2b', 'creb3l2', 'cst3', 'dnmt3bb.2', 'dynll1', 'ednraa', 'efna1a', 'efnb2a', 'efnb2b', 'epcam', 'ephb3a', 'eppk1', 'f11r.1', 'fbln2', 'fnbp1l', 'foxb1a', 'foxh1', 'foxp1b', 'foxp2', 'fscn1a', 'gata5', 'gli1', 'gli2a', 'grhl1', 'grhl2b', 'gsc', 'klf8', 'krt4', 'krt8', 'krt99', 'lamp2', 'map2k6', 'meis1b', 'meis3', 'mns1', 'mych', 'mycla', 'myclb', 'nasp', 'nog1', 'oclna', 'perp', 'ppan', 'prdm1a', 'raraa', 'rasl11b', 'rbbp4', 'rcc1', 'ripply1', 'rrbp1b', 'sdc4', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'sox11a', 'sox11b', 'sox19a', 'sox2', 'tdgf1', 'tead1a', 'tfap2a', 'tlcd5a', 'tram1', 'twist2', 'uhrf1', 'vgll4l', 'xbp1', 'zc4h2', 'zeb1a', 'zeb1b', 'znf185', 'zswim5']"
Ectoderm dorsal anterior,Floor plate,"['add3b', 'alcamb', 'aldob', 'anp32e', 'aplnra', 'arl4aa', 'arl4d', 'atp2b1a', 'axin2', 'baz1b', 'cdh2', 'cdkn1ca', 'cdx4', 'ddx4', 'dld', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'efemp2b', 'efna1a', 'elf1', 'epcam', 'eppk1', 'erf', 'ets2', 'etv5b', 'eve1', 'f11r.1', 'fn1a', 'fnbp1l', 'foxc1b', 'foxi1', 'foxn2b', 'fzd7a', 'fzd8a', 'gata5', 'gbx1', 'gli2a', 'grhl2b', 'her1', 'her8a', 'id3', 'itgb5', 'itm2cb', 'klf8', 'krt99', 'lamc1', 'lamp2', 'lbx2', 'lef1', 'lima1a', 'map2k6', 'meis1b', 'meis3', 'meox1', 'mixl1', 'msgn1', 'msx3', 'mycla', 'mycn', 'myf5', 'nasp', 'nsd2', 'ntd5', 'oclna', 'osr1', 'pcdh8', 'pknox1.1', 'ppan', 'raraa', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'si:ch211-106e7.2', 'si:dkey-261m9.12', 'six4a', 'skia', 'sox11a', 'sox11b', 'sox19a', 'sox5', 'szl', 'tbx16l', 'tbxtb', 'tcf7', 'tcf7l1a', 'tcf7l1b', 'tgif1', 'tlcd5a', 'tp63', 'tram1', 'tuba8l2', 'uhrf1', 'ved', 'vent', 'vgll4l', 'ypel3', 'zic2b', 'zic3', 'znfl2a']"
Ectoderm dorsal anterior,Mesoderm ventral,"['add3b', 'ahi1', 'anp32e', 'atf6', 'atp2b1a', 'baz1b', 'btg2', 'cdkn1ca', 'chrd', 'cxcr4a', 'dlx3b', 'dnmt3bb.2', 'dynll1', 'ednraa', 'epcam', 'esrra', 'etv4', 'etv5b', 'f11r.1', 'fnbp1l', 'foxb1b', 'foxd3', 'foxh1', 'foxi1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7a', 'gbx1', 'grhl2b', 'hoxb1b', 'irx1b', 'irx7', 'klf2a', 'krt8', 'lamp2', 'lmo4a', 'map2k6', 'mns1', 'msx3', 'mych', 'mycla', 'nasp', 'noto', 'nrarpa', 'olig4', 'perp', 'ppan', 'rab11fip4a', 'raraa', 'rasgef1ba', 'rbbp4', 'rcc1', 'rfx2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'skia', 'sox11b', 'sox13', 'stox1', 'tagln2', 'tgif1', 'tlcd5a', 'tp63', 'tram1', 'tuba1a', 'twist2', 'uhrf1', 'vgll4l', 'zc4h2', 'zeb1b', 'zeb2b', 'zic2b']"
Ectoderm dorsal anterior,Neurectoderm posterior,"['add3b', 'alcamb', 'aldob', 'anp32e', 'apoc1', 'arl4aa', 'atf6', 'atp2b1a', 'bambia', 'baz1b', 'bmp2b', 'bmp4', 'c1qbp', 'cdc14b', 'cdh1', 'cdkn1ca', 'crabp2b', 'creb3l1', 'cst3', 'cxcr4a', 'ddx4', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'efna1a', 'efnb2a', 'elf1', 'epcam', 'eppk1', 'erf', 'ets2', 'f11r.1', 'fbln2', 'flrt3', 'fn1a', 'foxc1a', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'fzd7a', 'gata5', 'gli2a', 'grhl1', 'grhl2b', 'her6', 'id3', 'irx7', 'kirrel3l', 'klf2b', 'klf8', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lhfpl6', 'lhx1a', 'lima1a', 'map2k6', 'mixl1', 'mns1', 'msgn1', 'mych', 'mycla', 'myclb', 'nasp', 'notch1a', 'oclna', 'pcdh10b', 'pknox1.1', 'ppan', 'rasl11b', 'rbbp4', 'rcc1', 'ripply1', 'rnd1b', 'rreb1a', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'skia', 'smtnl', 'sox11a', 'sox11b', 'sox19a', 'sox2', 'stox1', 'szl', 'tbx16', 'tbx16l', 'tcf7l1a', 'tcf7l1b', 'tead1a', 'tgif1', 'tlcd5a', 'tp63', 'tram1', 'tuba8l2', 'uhrf1', 'ved', 'ypel3', 'zic2a', 'zic2b', 'znf185', 'znfl2a']"
Ectoderm dorsal anterior,Neuroectoderm anterior,"['acvr1ba', 'add3b', 'ahi1', 'anp32e', 'aplnra', 'apoc1', 'arl4ab', 'arl4d', 'atp2b1a', 'axin2', 'bach1b', 'bambia', 'bmp2b', 'bmp4', 'bmp7a', 'cdc14b', 'cdh1', 'cdkn1ca', 'cdx1a', 'cdx4', 'chrd', 'creb3l1', 'creb3l2', 'cst3', 'cxcr4a', 'dact2', 'ddx4', 'dld', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'efemp2b', 'efnb2a', 'efnb2b', 'elf1', 'epcam', 'epha2a', 'eppk1', 'erf', 'etv4', 'etv5b', 'eve1', 'f11r.1', 'fbln2', 'fgf8a', 'fn1a', 'foxa', 'foxa3', 'foxb1a', 'foxb1b', 'foxc1a', 'foxd3', 'foxh1', 'foxi1', 'foxn2b', 'fscn1a', 'gata2a', 'gata6', 'gbx1', 'gli1', 'grhl1', 'gsc', 'helb', 'her1', 'her7', 'id3', 'irx1b', 'irx7', 'ism1', 'itgb5', 'itm2cb', 'jcada', 'kazald2', 'klf2b', 'klf3', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lef1', 'lft1', 'lft2', 'lhfpl6', 'lhx1a', 'lhx5', 'lima1a', 'meis3', 'meox1', 'mespab', 'mixl1', 'mns1', 'msgn1', 'mych', 'mycla', 'myclb', 'myf5', 'nog1', 'notch1a', 'noto', 'ntd5', 'oclna', 'olig4', 'pcdh10b', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'raraa', 'rasgef1ba', 'rasl11b', 'rcc1', 'rfx2', 'rhov', 'rrbp1b', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six4a', 'skia', 'skilb', 'snai1a', 'sox11b', 'sox13', 'sox19a', 'sox3', 'sox32', 'sp8b', 'stox1', 'szl', 'tbx1', 'tbx16', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7', 'tfap2c', 'tp63', 'tph1b', 'tram1', 'tuba8l2', 'twist2', 'uhrf1', 'unc5b', 'uncx4.1', 'ved', 'vent', 'vgll4l', 'vrtn', 'wnt8a', 'ypel3', 'zc4h2', 'zic2b', 'znf185', 'znfl2a', 'zswim5']"
Ectoderm dorsal anterior,Non-neural ectoderm,"['acvr1ba', 'add3b', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'arl4ab', 'atf6', 'atp2b1a', 'bach1b', 'baz1b', 'btg2', 'c1qbp', 'cdc14b', 'cdh2', 'clic4', 'creb3l2', 'cst3', 'cxcr4a', 'dact2', 'dbx1a', 'ddx4', 'dnmt3bb.2', 'dynll1', 'ednraa', 'efnb2a', 'efnb2b', 'epcam', 'epha2a', 'ephb3a', 'eppk1', 'esrra', 'etv4', 'etv5b', 'f11r.1', 'fnbp1l', 'foxa3', 'foxc1b', 'foxp1b', 'foxp2', 'fzd7a', 'gbx1', 'gli2a', 'grhl1', 'gsc', 'helb', 'her6', 'itgb5', 'itm2cb', 'kazald2', 'krt4', 'krt99', 'lamp2', 'lhx1a', 'lmo4a', 'map2k6', 'meis3', 'meox1', 'mns1', 'mych', 'mycla', 'nasp', 'noto', 'oclna', 'ppan', 'rab11fip4a', 'raraa', 'rasgef1ba', 'rasl11b', 'rbbp4', 'rcc1', 'rfx2', 'rrbp1b', 'sall3b', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'skilb', 'sox11a', 'sox11b', 'sox19a', 'sox2', 'sox3', 'sox32', 'sp5l', 'sp8b', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tgif1', 'tph1b', 'tram1', 'tuba8l2', 'uhrf1', 'uncx4.1', 'ypel3', 'zc4h2', 'zeb1b', 'znf185', 'zswim5']"
Ectoderm dorsal anterior,Prechordal plate early,"['ackr3b', 'ahi1', 'apoc1', 'atp2b1a', 'bmp7a', 'cdc14b', 'cdh2', 'cdkn1ca', 'cdx1a', 'cdx4', 'cxcr4a', 'dbx1a', 'dld', 'dnmt3bb.2', 'dynll1', 'epcam', 'epha2a', 'erf', 'esrra', 'etv4', 'etv5b', 'eve1', 'f11r.1', 'fezf2', 'fnbp1l', 'foxb1b', 'foxd3', 'foxi1', 'foxp2', 'fzd7a', 'helb', 'her7', 'hoxb1b', 'itm2cb', 'krt99', 'lamp2', 'lef1', 'lima1a', 'meis3', 'mns1', 'mych', 'olig4', 'plekhg5b', 'ppan', 'rab11fip4a', 'rasgef1ba', 'rbbp4', 'rfx2', 'rhov', 'rreb1a', 'si:ch211-106e7.2', 'skia', 'skilb', 'sp5l', 'stox1', 'szl', 'tcf3b', 'tcf7l1a', 'tdgf1', 'tead1a', 'vent', 'wnt8a', 'zc4h2', 'zeb2b', 'zic2a', 'znfl2a']"
Ectoderm dorsal posterior,Dorsal margin,"['add3b', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'arl4aa', 'atf6', 'atp2b1a', 'axin2', 'bach1b', 'bambia', 'baz1b', 'bmp4', 'bmp7a', 'btg2', 'c1qbp', 'cxcr4a', 'ddx4', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'epcam', 'ephb3a', 'eppk1', 'erf', 'etv5b', 'fnbp1l', 'foxb1a', 'foxc1b', 'foxd5', 'foxh1', 'foxi1', 'foxn2b', 'foxp1b', 'foxp2', 'gata2a', 'gli1', 'gli2a', 'grhl1', 'grhl2b', 'her6', 'her8a', 'her9', 'kazald2', 'klf2a', 'klf2b', 'klf8', 'lbx2', 'lima1a', 'map2k6', 'meox1', 'msx3', 'mych', 'mycla', 'nasp', 'nog1', 'nrarpa', 'nsd2', 'oclna', 'otx2a', 'prdm1a', 'raraa', 'rbbp4', 'rcc1', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'six3b', 'six4b', 'six7', 'skia', 'smtnl', 'sox11a', 'sox11b', 'sox19a', 'sox2', 'sox3', 'sox32', 'sp5l', 'stox1', 'szl', 'tbx6', 'tcf7l1a', 'tdgf1', 'tead1a', 'tfap2a', 'tgif1', 'tp63', 'tram1', 'uhrf1', 'unc5b', 'uncx4.1', 'ved', 'vgll4l', 'vrtn', 'zc4h2', 'zeb1a', 'zeb1b', 'znf185']"
Ectoderm dorsal posterior,EVL,"['ackr3b', 'acvr1ba', 'apoc1', 'arl4ab', 'atp2b1a', 'bmp2b', 'bmp4', 'bmp7a', 'btg2', 'cdh6', 'cdx1a', 'cdx4', 'cst3', 'cxcr4a', 'ddx4', 'dkk1b', 'dld', 'drll.2', 'ednraa', 'efemp2b', 'efna1a', 'efnb2a', 'epha2a', 'erf', 'esrra', 'eve1', 'fbln2', 'fezf2', 'fn1a', 'foxc1b', 'foxh1', 'foxn2b', 'foxp1b', 'fzd8a', 'gata5', 'gsc', 'helb', 'her1', 'her7', 'her9', 'id3', 'irx7', 'itm2cb', 'jcada', 'kazald2', 'klf8', 'lamc1', 'lamp2', 'lhfpl6', 'lhx5', 'meis1b', 'mespab', 'mixl1', 'msgn1', 'msx1b', 'msx3', 'mych', 'ndr2', 'nog1', 'ntd5', 'otx1', 'otx2a', 'otx2b', 'pcdh8', 'pknox1.1', 'ppan', 'rab11fip4a', 'ripply1', 'rnd1b', 'shha', 'six4b', 'six7', 'skilb', 'sox13', 'sox17', 'szl', 'tbx16', 'tbx16l', 'tbx6', 'tbxta', 'tbxtb', 'tcf7', 'tdgf1', 'tead1a', 'tph1b', 'tram1', 'tshz3b', 'twist2', 'unc5b', 'vent', 'wnt8a', 'ypel3', 'zswim5']"
Ectoderm dorsal posterior,Ectoderm dorsal anterior,"['acvr1ba', 'ahi1', 'anp32e', 'arl4d', 'bach1b', 'bmp4', 'btg2', 'cdkn1ca', 'cdx1a', 'creb3l2', 'cst3', 'cxcr4a', 'ddx4', 'dkk1b', 'drll.2', 'efemp2b', 'efnb2b', 'ephb3a', 'esrra', 'ets2', 'etv5b', 'fgf8a', 'fn1b', 'fnbp1l', 'foxa', 'foxa2', 'foxc1b', 'fscn1a', 'gsc', 'helb', 'her1', 'her8a', 'itgb5', 'itm2cb', 'klf3', 'krt18a.1', 'lamb1a', 'lamc1', 'lbx2', 'lef1', 'lft1', 'lhfpl6', 'lhx1a', 'meox1', 'mespab', 'mns1', 'msx1b', 'msx3', 'myf5', 'ndr2', 'nog1', 'notch1a', 'nrarpa', 'nsd2', 'ntd5', 'pcdh10b', 'pcdh8', 'pknox1.1', 'prickle1b', 'rab11fip4a', 'rfx2', 'rhov', 'ripply1', 'rrbp1b', 'sall3b', 'shha', 'si:ch211-106e7.2', 'six3b', 'six4a', 'six4b', 'smtnl', 'sox17', 'sox19a', 'sox3', 'sox5', 'sp8b', 'stox1', 'tbx1', 'tbx6', 'tbxtb', 'tcf3b', 'tcf7', 'tshz3b', 'tuba1a', 'twist2', 'unc5b', 'vent', 'vrtn', 'wnt11f2', 'wnt8a', 'ypel3', 'zc4h2', 'zeb1a', 'zic3', 'znfl2a', 'zswim5']"
Ectoderm dorsal posterior,Ectoderm ventral anterior,"['acvr1ba', 'alcamb', 'anp32e', 'axin2', 'baz1b', 'btg2', 'cdh2', 'cdx4', 'clic4', 'creb3l2', 'cst3', 'cxcr4a', 'ddx4', 'dld', 'dnmt3bb.2', 'drll.2', 'efnb2a', 'ephb3a', 'esrra', 'ets2', 'etv5b', 'fgf8a', 'fnbp1l', 'foxc1b', 'fzd7a', 'fzd8a', 'grhl1', 'gsc', 'helb', 'her1', 'her6', 'irx7', 'itm2cb', 'krt18a.1', 'krt4', 'lbx2', 'lft1', 'meox1', 'mns1', 'myclb', 'myf5', 'ndr2', 'nog1', 'ntd5', 'otx1', 'otx2a', 'otx2b', 'plekhg5b', 'rab11fip4a', 'raraa', 'rfx2', 'rrbp1b', 'shha', 'six4a', 'skia', 'smtnl', 'sox11a', 'sox13', 'sox19a', 'sox2', 'sp8b', 'tbx16l', 'tbx6', 'tbxtb', 'tcf7', 'tshz3b', 'tuba1a', 'uncx4.1', 'wnt8a', 'zc4h2', 'zic2b', 'zswim5']"
Ectoderm dorsal posterior,Ectoderm ventral posterior,"['acvr1ba', 'alcamb', 'aldob', 'atf6', 'atp2b1a', 'bach1b', 'baz1b', 'btg2', 'cdh2', 'clic4', 'creb3l2', 'cst3', 'cxcr4a', 'dnmt3bb.2', 'dynll1', 'efna1a', 'efnb2b', 'epcam', 'epha2a', 'ephb3a', 'etv5b', 'f11r.1', 'fbln2', 'fnbp1l', 'foxa', 'foxa2', 'foxd3', 'foxd5', 'foxp1b', 'foxp2', 'fscn1a', 'gli2a', 'grhl1', 'grhl2b', 'gsc', 'her9', 'kazald2', 'lamp2', 'lbx2', 'lft1', 'lmo4a', 'map2k6', 'meox1', 'mns1', 'mycla', 'myclb', 'myf5', 'nasp', 'nog1', 'ntd5', 'oclna', 'ppan', 'raraa', 'rbbp4', 'rcc1', 'rfx2', 'ripply1', 'rrbp1b', 'sdc4', 'shha', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six4a', 'six7', 'skilb', 'smtnl', 'sox11a', 'sox11b', 'sox19a', 'sox2', 'sox3', 'sox32', 'sp5l', 'sp8b', 'tbx6', 'tcf3b', 'tph1b', 'tram1', 'tuba1a', 'twist2', 'uhrf1', 'uncx4.1', 'ypel3', 'zc4h2', 'zeb1a', 'zic2b', 'zswim5']"
Ectoderm dorsal posterior,Floor plate,"['add3b', 'aldob', 'anp32e', 'aplnra', 'apoc1', 'arl4aa', 'arl4ab', 'arl4d', 'atp2b1a', 'bambia', 'baz1b', 'bmp4', 'c1qbp', 'cdh1', 'cdh2', 'cdkn1ca', 'cdx1a', 'chrd', 'crabp2b', 'cst3', 'cxcr4a', 'ddx4', 'dkk1b', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'efemp2b', 'efna1a', 'efnb2b', 'elf1', 'epcam', 'epha2a', 'eppk1', 'erf', 'ets2', 'etv4', 'etv5b', 'f11r.1', 'fezf2', 'fn1a', 'fn1b', 'fnbp1l', 'foxb1a', 'foxc1b', 'foxd5', 'foxh1', 'foxi1', 'fzd7a', 'fzd8a', 'gli2a', 'grhl2b', 'helb', 'her7', 'her8a', 'her9', 'id3', 'irx7', 'ism1', 'itgb5', 'itm2cb', 'kazald2', 'klf2a', 'krt99', 'lamc1', 'lamp2', 'lbx2', 'lhx5', 'lima1a', 'map2k6', 'meis1b', 'meox1', 'mespab', 'mixl1', 'msx3', 'mych', 'mycla', 'mycn', 'myf5', 'nasp', 'nrarpa', 'nsd2', 'ntd5', 'oclna', 'olig4', 'osr1', 'otx2a', 'otx2b', 'pcdh10b', 'pcdh8', 'pknox1.1', 'raraa', 'rasl11b', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'sdc4', 'si:dkey-261m9.12', 'six4a', 'skia', 'skilb', 'snai1a', 'sox11a', 'sox11b', 'sox17', 'sox19a', 'sox2', 'sox32', 'sox5', 'sp5l', 'szl', 'tagln2', 'tbx16', 'tbx16l', 'tbx6', 'tbxta', 'tcf7', 'tcf7l1a', 'tcf7l1b', 'tgif1', 'tlcd5a', 'tram1', 'tuba1a', 'tuba8l2', 'uhrf1', 'unc5b', 'ved', 'wnt8a', 'ypel3', 'zeb1a', 'zeb2b', 'zic2a', 'zic2b', 'zic3', 'znfl2a']"
